Package ,	License	,Source of License Information,	Comments,	License/Copyright Links/References
libgphoto2-dev  , public-domain-1,LGPL-1.1+,GPL-1,other-3,LGPL-3+,GPL-3+,other-2,LGPL-2+ or BSD-3-clause,BSD-3-Clause,IJG,LGPL-2.1+,LGPL-2+ , Copyright_File     ,  LGPL-2+(*,camlibs/agfa-cl20/*,camlibs/aox/*,camlibs/barbie/*,camlibs/canon/*)"More_than_5_Files_for_this_license",LGPL-3+(camlibs/pentax/pslr.c,camlibs/pentax/pslr_enum.c,camlibs/pentax/pslr_model.c,camlibs/pentax/pslr.h,camlibs/pentax/pslr_model.h)"More_than_5_Files_for_this_license",public-domain(libgphoto2_port/gphoto-m4/gp-byteorder.m4,libgphoto2_port/gphoto-m4/gp-stdint.m4,gphoto-m4/gp-byteorder.m4,gphoto-m4/gp-stdint.m4),GPL-1(camlibs/stv0680/demosaic_sharpen.c),IJG(camlibs/ax203/jidctflt.c,camlibs/ax203/jpeg_memsrcdest.c,camlibs/jl2005c/jpeg_memsrcdest.c),GPL-2(camlibs/adc65/*),GPL-2+(camlibs/fuji/fuji.c,camlibs/jl2005c/img_enhance.h,camlibs/jl2005c/img_enhance.c,camlibs/minolta/*,camlibs/mustek/*)"More_than_5_Files_for_this_license",GPL-3+(camlibs/pentax/*),LGPL-1.1+(doc/api/gphoto2-api.sgml),LGPL-2.1+(camlibs/ax203/ax203.h,camlibs/ax203/ax203_compress_jpeg.c,camlibs/ax203/ax203_decode_yuv.c,camlibs/ax203/ax203.c,camlibs/ax203/ax203_decode_yuv_delta.c)"More_than_5_Files_for_this_license",LGPL-2+orBSD-3-clause(camlibs/casio/cam2jpgtab.h,camlibs/casio/jpegtab_f.h),public-domain-1(examples/lunkwill-canon-capture.c,examples/sample-capture.c,examples/preview.c),other-2(camlibs/dimera/mesalib.c,camlibs/dimera/mesalib.h,camlibs/dimera/dimera3500.c),other-3(camlibs/ricoh/crctab.h),BSD-3-Clause(camlibs/ax203/tinyjpeg.h,camlibs/ax203/tinyjpeg.c,camlibs/ax203/tinyjpeg-internal.h), ,  NA 
libmp3lame0  , GPL-1+,BSD-3-clause,zlib/libpng,LGPL-2.1+,LGPL-2+ , Copyright_File     ,  zlib/libpng(ACM/tinyxml/*),LGPL-2+(*,libmp3lame/i386/*,debian/*),GPL-1+(libmp3lame/fft.c,misc/auenc),LGPL-2.1+(ACM/*,libmp3lame/gain_analysis.c,libmp3lame/gain_analysis.h),BSD-3-clause(ACM/ADbg/*), ,  NA 
libmpg123-0  , LGPL-2.1 , Copyright_File     ,  LGPL-2.1(*,debian/*), ,  NA 
libnetcdf-c++4  , GPL-3+ with Texinfo exception,GPL-2+ with Libtool exception,NetCDF , Copyright_File     ,  GPL-3+(debian/*),NetCDF(*),GPL-2+withLibtoolexception(ltmain.sh),GPL-3+withTexinfoexception(man4/texinfo.tex), ,  NA 
libopenblas-base  , Apache-2.0,public-domain,BSD-2-clause-texas,BSD-3-clause , Copyright_File     ,  public-domain(ctest/*),Apache-2.0(utest/ctest.h),BSD-2-clause-texas(benchmark/cholesky.c,benchmark/linpack.c,benchmark/geev.c,benchmark/getri.c,benchmark/gesv.c)"More_than_5_Files_for_this_license",BSD-2-clause(debian/*),BSD-3-clause(*), ,  NA 
libopenblas-dev  , Apache-2.0,public-domain,BSD-2-clause-texas,BSD-3-clause , Copyright_File     ,  public-domain(ctest/*),Apache-2.0(utest/ctest.h),BSD-2-clause-texas(benchmark/cholesky.c,benchmark/linpack.c,benchmark/geev.c,benchmark/getri.c,benchmark/gesv.c)"More_than_5_Files_for_this_license",BSD-2-clause(debian/*),BSD-3-clause(*), ,  NA 
libopencv-calib3d-dev  , BSD-3-clause , Copyright_File     ,  BSD-3-clause(*,debian/*), ,  NA 
libopencv-calib3d3.2  , BSD-3-clause , Copyright_File     ,  BSD-3-clause(*,debian/*), ,  NA 
libopencv-contrib-dev  , BSD-3-clause , Copyright_File     ,  BSD-3-clause(*,debian/*), ,  NA 
libopencv-contrib3.2  , BSD-3-clause , Copyright_File     ,  BSD-3-clause(*,debian/*), ,  NA 
libopencv-core-dev  , BSD-3-clause , Copyright_File     ,  BSD-3-clause(*,debian/*), ,  NA 
libopencv-core3.2  , BSD-3-clause , Copyright_File     ,  BSD-3-clause(*,debian/*), ,  NA 
libopencv-dev  , BSD-3-clause , Copyright_File     ,  BSD-3-clause(*,debian/*), ,  NA 
libopencv-features2d-dev  , BSD-3-clause , Copyright_File     ,  BSD-3-clause(*,debian/*), ,  NA 
libopencv-features2d3.2  , BSD-3-clause , Copyright_File     ,  BSD-3-clause(*,debian/*), ,  NA 
libopencv-flann-dev  , BSD-3-clause , Copyright_File     ,  BSD-3-clause(*,debian/*), ,  NA 
libopencv-flann3.2  , BSD-3-clause , Copyright_File     ,  BSD-3-clause(*,debian/*), ,  NA 
libopencv-highgui-dev  , BSD-3-clause , Copyright_File     ,  BSD-3-clause(*,debian/*), ,  NA 
libopencv-highgui3.2  , BSD-3-clause , Copyright_File     ,  BSD-3-clause(*,debian/*), ,  NA 
libopencv-imgcodecs-dev  , BSD-3-clause , Copyright_File     ,  BSD-3-clause(*,debian/*), ,  NA 
libopencv-imgcodecs3.2  , BSD-3-clause , Copyright_File     ,  BSD-3-clause(*,debian/*), ,  NA 
libopencv-imgproc-dev  , BSD-3-clause , Copyright_File     ,  BSD-3-clause(*,debian/*), ,  NA 
libopencv-imgproc3.2  , BSD-3-clause , Copyright_File     ,  BSD-3-clause(*,debian/*), ,  NA 
libopencv-ml-dev  , BSD-3-clause , Copyright_File     ,  BSD-3-clause(*,debian/*), ,  NA 
libopencv-ml3.2  , BSD-3-clause , Copyright_File     ,  BSD-3-clause(*,debian/*), ,  NA 
libopencv-objdetect-dev  , BSD-3-clause , Copyright_File     ,  BSD-3-clause(*,debian/*), ,  NA 
libopencv-objdetect3.2  , BSD-3-clause , Copyright_File     ,  BSD-3-clause(*,debian/*), ,  NA 
libopencv-photo-dev  , BSD-3-clause , Copyright_File     ,  BSD-3-clause(*,debian/*), ,  NA 
libopencv-photo3.2  , BSD-3-clause , Copyright_File     ,  BSD-3-clause(*,debian/*), ,  NA 
libopencv-shape-dev  , BSD-3-clause , Copyright_File     ,  BSD-3-clause(*,debian/*), ,  NA 
libopencv-shape3.2  , BSD-3-clause , Copyright_File     ,  BSD-3-clause(*,debian/*), ,  NA 
libopencv-stitching-dev  , BSD-3-clause , Copyright_File     ,  BSD-3-clause(*,debian/*), ,  NA 
libopencv-stitching3.2  , BSD-3-clause , Copyright_File     ,  BSD-3-clause(*,debian/*), ,  NA 
libopencv-superres-dev  , BSD-3-clause , Copyright_File     ,  BSD-3-clause(*,debian/*), ,  NA 
libopencv-superres3.2  , BSD-3-clause , Copyright_File     ,  BSD-3-clause(*,debian/*), ,  NA 
libopencv-ts-dev  , BSD-3-clause , Copyright_File     ,  BSD-3-clause(*,debian/*), ,  NA 
libopencv-video-dev  , BSD-3-clause , Copyright_File     ,  BSD-3-clause(*,debian/*), ,  NA 
libopencv-video3.2  , BSD-3-clause , Copyright_File     ,  BSD-3-clause(*,debian/*), ,  NA 
libopencv-videoio-dev  , BSD-3-clause , Copyright_File     ,  BSD-3-clause(*,debian/*), ,  NA 
libopencv-videoio3.2  , BSD-3-clause , Copyright_File     ,  BSD-3-clause(*,debian/*), ,  NA 
libopencv-videostab-dev  , BSD-3-clause , Copyright_File     ,  BSD-3-clause(*,debian/*), ,  NA 
libopencv-videostab3.2  , BSD-3-clause , Copyright_File     ,  BSD-3-clause(*,debian/*), ,  NA 
libopencv-viz-dev  , BSD-3-clause , Copyright_File     ,  BSD-3-clause(*,debian/*), ,  NA 
libopencv-viz3.2  , BSD-3-clause , Copyright_File     ,  BSD-3-clause(*,debian/*), ,  NA 
libopencv3.2-java  , BSD-3-clause , Copyright_File     ,  BSD-3-clause(*,debian/*), ,  NA 
libopencv3.2-jni  , BSD-3-clause , Copyright_File     ,  BSD-3-clause(*,debian/*), ,  NA 
libopenmpt0  , GPL-3+ with Autoconf Macros exception,GNU-All-Permissive-License-FSF,X11,GPL-3+ with AutoConf exception,GPL-2+ with LibTool exception,GPL-2+ with Autoconf exception,BSD-3-clause , Copyright_File     ,  GNU-All-Permissive-License(m4/ax_cxx_compile_stdcxx.m4,m4/ax_cxx_compile_stdcxx_11.m4),X11(build-aux/install-sh),GNU-All-Permissive-License-FSF(m4/ltoptions.m4,m4/ltsugar.m4,m4/ltversion.m4,m4/lt~obsolete.m4),GPL-3+withAutoconfMacrosexception(m4/ax_append_flag.m4,m4/ax_check_compile_flag.m4),GPL-2+withAutoconfexception(build-aux/ar-lib,build-aux/compile,build-aux/depcomp,build-aux/missing,build-aux/test-driver),GPL-2+withLibToolexception(build-aux/ltmain.sh,m4/libtool.m4),GPL-3+withAutoConfexception(build-aux/config.*),BSD-3-clause(*,debian/*), ,  NA 
libshine3  , GPL-2+,LGPL-2 , Copyright_File     ,  LGPL-2(*,src/lib/bitstream.*),GPL-2+(debian/*), ,  NA 
libsocket++1  , PD,AS_IS , Copyright_File     ,  PD(debian/*),AS_IS(*), ,  NA 
libsoxr0  , permissive2,permissive1,Spherepack,BSD-3-clause,LGPL-2.1+ , Copyright_File     ,  permissive2(src/dbesi0.c),permissive1(src/fft4g.c),LGPL-2.1+(*,debian/*),Spherepack(src/pffft.c),BSD-3-clause(cmake/Modules/FindOpenMP.cmake), ,  NA 
libssh-gcrypt-4  , LGPL-2.1+~OpenSSL or BSD-2-clause or BSD-3-clause,BSD-3-clause,BSD-2-clause,public-domain,LGPL-2.1+~OpenSSL , Copyright_File     ,  LGPL-2.1(include/libssh/curve25519.h,src/curve25519.c,include/libssh/knownhosts.h),public-domain(examples/authentication.c,examples/connect_ssh.c,examples/examples_common.h,examples/knownhosts.c,examples/libssh_scp.c)"More_than_5_Files_for_this_license",LGPL-2.1+~OpenSSLorBSD-2-clauseorBSD-3-clause(debian/*),LGPL-2.1+~OpenSSL(*,include/libssh/auth.h,include/libssh/bignum.h,include/libssh/bind.h,include/libssh/buffer.h)"More_than_5_Files_for_this_license",BSD-2-clause(src/match.c),BSD-3-clause(cmake/Modules/DefineCMakeDefaults.cmake,cmake/Modules/DefineCompilerFlags.cmake,cmake/Modules/DefineInstallationPaths.cmake,cmake/Modules/DefinePlatformDefaults.cmake,cmake/Modules/AddCMockaTest.cmake)"More_than_5_Files_for_this_license", ,  NA 
libswresample-dev  , man-page,FSF,LGPL-2.1+ and BSL,LGPL-2+,BSD-1-clause,LGPL-2.1+ and Expat,Zlib,LGPL-2.1+ and BSD-2-clause,IJG,ISC,public-domain,LGPL-2.1+ and BSD-3-clause,Expat,GPL-3+,GPL-2+ with Avisynth exception,GPL-2+,LGPL-2.1+ and Sundry,LGPL-2.1+ , Copyright_File     ,  man-page(debian/qt-faststart.1),Expat(compat/cuda/*,compat/nvenc/*,doc/bootstrap.min.css,doc/examples/avio_dir_cmd.c,doc/examples/avio_reading.c)"More_than_5_Files_for_this_license",LGPL-2+(libavcodec/libzvbi-teletextdec.c),public-domain(tools/cws2fws.c,tools/qt-faststart.c),LGPL-2.1+andExpat(libavfilter/ebur128.c,libavfilter/ebur128.h),IJG(libavcodec/jfdctfst.c,libavcodec/jfdctint_template.c,libavcodec/jrevdct.c),LGPL-2.1+andBSL(libswresample/resample.c),Zlib(libavutil/adler32.c),GPL-2+(doc/texi2pod.pl,libavcodec/x86/flac_dsp_gpl.asm,libavfilter/f_ebur128.c,libavfilter/interlace.h,libavfilter/signature.h)"More_than_5_Files_for_this_license",FSF(COPYING.GPLv2,COPYING.GPLv3,COPYING.LGPLv2.1,COPYING.LGPLv3),GPL-3+(compat/solaris/make_sunver.pl,doc/t2h.pm),LGPL-2.1+andBSD-2-clause(libavcodec/j2kenc.c),LGPL-2.1+andBSD-3-clause(libavcodec/aacdec_fixed.c,libavcodec/aacsbr_fixed.c,libavcodec/ac3dec_fixed.c,libavcodec/arm/vp8dsp_armv6.S,libavcodec/fft_fixed_32.c)"More_than_5_Files_for_this_license",ISC(compat/windows/makedef,libavcodec/faandct.c,libavcodec/interplayacm.c,libavcodec/libfdk-aacdec.c,libavcodec/libfdk-aacenc.c)"More_than_5_Files_for_this_license",LGPL-2.1+(*,debian/*),LGPL-2.1+andSundry(libavfilter/af_chorus.c,libavfilter/af_earwax.c),GPL-2+withAvisynthexception(compat/avisynth/avisynth_c.h,compat/avisynth/avs/capi.h,compat/avisynth/avs/config.h,compat/avisynth/avs/types.h,compat/avisynth/avxsynth_c.h),BSD-1-clause(libavformat/aadec.c),BSD-2-clause(libavfilter/vf_gblur.c),BSD-3-clause(libavfilter/af_hdcd.c), ,  NA 
libswresample2  , man-page,FSF,LGPL-2.1+ and BSL,LGPL-2+,BSD-1-clause,LGPL-2.1+ and Expat,Zlib,LGPL-2.1+ and BSD-2-clause,IJG,ISC,public-domain,LGPL-2.1+ and BSD-3-clause,Expat,GPL-3+,GPL-2+ with Avisynth exception,GPL-2+,LGPL-2.1+ and Sundry,LGPL-2.1+ , Copyright_File     ,  man-page(debian/qt-faststart.1),Expat(compat/cuda/*,compat/nvenc/*,doc/bootstrap.min.css,doc/examples/avio_dir_cmd.c,doc/examples/avio_reading.c)"More_than_5_Files_for_this_license",LGPL-2+(libavcodec/libzvbi-teletextdec.c),public-domain(tools/cws2fws.c,tools/qt-faststart.c),LGPL-2.1+andExpat(libavfilter/ebur128.c,libavfilter/ebur128.h),IJG(libavcodec/jfdctfst.c,libavcodec/jfdctint_template.c,libavcodec/jrevdct.c),LGPL-2.1+andBSL(libswresample/resample.c),Zlib(libavutil/adler32.c),GPL-2+(doc/texi2pod.pl,libavcodec/x86/flac_dsp_gpl.asm,libavfilter/f_ebur128.c,libavfilter/interlace.h,libavfilter/signature.h)"More_than_5_Files_for_this_license",FSF(COPYING.GPLv2,COPYING.GPLv3,COPYING.LGPLv2.1,COPYING.LGPLv3),GPL-3+(compat/solaris/make_sunver.pl,doc/t2h.pm),LGPL-2.1+andBSD-2-clause(libavcodec/j2kenc.c),LGPL-2.1+andBSD-3-clause(libavcodec/aacdec_fixed.c,libavcodec/aacsbr_fixed.c,libavcodec/ac3dec_fixed.c,libavcodec/arm/vp8dsp_armv6.S,libavcodec/fft_fixed_32.c)"More_than_5_Files_for_this_license",ISC(compat/windows/makedef,libavcodec/faandct.c,libavcodec/interplayacm.c,libavcodec/libfdk-aacdec.c,libavcodec/libfdk-aacenc.c)"More_than_5_Files_for_this_license",LGPL-2.1+(*,debian/*),LGPL-2.1+andSundry(libavfilter/af_chorus.c,libavfilter/af_earwax.c),GPL-2+withAvisynthexception(compat/avisynth/avisynth_c.h,compat/avisynth/avs/capi.h,compat/avisynth/avs/config.h,compat/avisynth/avs/types.h,compat/avisynth/avxsynth_c.h),BSD-1-clause(libavformat/aadec.c),BSD-2-clause(libavfilter/vf_gblur.c),BSD-3-clause(libavfilter/af_hdcd.c), ,  NA 
libswscale-dev  , man-page,FSF,LGPL-2.1+ and BSL,LGPL-2+,BSD-1-clause,LGPL-2.1+ and Expat,Zlib,LGPL-2.1+ and BSD-2-clause,IJG,ISC,public-domain,LGPL-2.1+ and BSD-3-clause,Expat,GPL-3+,GPL-2+ with Avisynth exception,GPL-2+,LGPL-2.1+ and Sundry,LGPL-2.1+ , Copyright_File     ,  man-page(debian/qt-faststart.1),Expat(compat/cuda/*,compat/nvenc/*,doc/bootstrap.min.css,doc/examples/avio_dir_cmd.c,doc/examples/avio_reading.c)"More_than_5_Files_for_this_license",LGPL-2+(libavcodec/libzvbi-teletextdec.c),public-domain(tools/cws2fws.c,tools/qt-faststart.c),LGPL-2.1+andExpat(libavfilter/ebur128.c,libavfilter/ebur128.h),IJG(libavcodec/jfdctfst.c,libavcodec/jfdctint_template.c,libavcodec/jrevdct.c),LGPL-2.1+andBSL(libswresample/resample.c),Zlib(libavutil/adler32.c),GPL-2+(doc/texi2pod.pl,libavcodec/x86/flac_dsp_gpl.asm,libavfilter/f_ebur128.c,libavfilter/interlace.h,libavfilter/signature.h)"More_than_5_Files_for_this_license",FSF(COPYING.GPLv2,COPYING.GPLv3,COPYING.LGPLv2.1,COPYING.LGPLv3),GPL-3+(compat/solaris/make_sunver.pl,doc/t2h.pm),LGPL-2.1+andBSD-2-clause(libavcodec/j2kenc.c),LGPL-2.1+andBSD-3-clause(libavcodec/aacdec_fixed.c,libavcodec/aacsbr_fixed.c,libavcodec/ac3dec_fixed.c,libavcodec/arm/vp8dsp_armv6.S,libavcodec/fft_fixed_32.c)"More_than_5_Files_for_this_license",ISC(compat/windows/makedef,libavcodec/faandct.c,libavcodec/interplayacm.c,libavcodec/libfdk-aacdec.c,libavcodec/libfdk-aacenc.c)"More_than_5_Files_for_this_license",LGPL-2.1+(*,debian/*),LGPL-2.1+andSundry(libavfilter/af_chorus.c,libavfilter/af_earwax.c),GPL-2+withAvisynthexception(compat/avisynth/avisynth_c.h,compat/avisynth/avs/capi.h,compat/avisynth/avs/config.h,compat/avisynth/avs/types.h,compat/avisynth/avxsynth_c.h),BSD-1-clause(libavformat/aadec.c),BSD-2-clause(libavfilter/vf_gblur.c),BSD-3-clause(libavfilter/af_hdcd.c), ,  NA 
libswscale4  , man-page,FSF,LGPL-2.1+ and BSL,LGPL-2+,BSD-1-clause,LGPL-2.1+ and Expat,Zlib,LGPL-2.1+ and BSD-2-clause,IJG,ISC,public-domain,LGPL-2.1+ and BSD-3-clause,Expat,GPL-3+,GPL-2+ with Avisynth exception,GPL-2+,LGPL-2.1+ and Sundry,LGPL-2.1+ , Copyright_File     ,  man-page(debian/qt-faststart.1),Expat(compat/cuda/*,compat/nvenc/*,doc/bootstrap.min.css,doc/examples/avio_dir_cmd.c,doc/examples/avio_reading.c)"More_than_5_Files_for_this_license",LGPL-2+(libavcodec/libzvbi-teletextdec.c),public-domain(tools/cws2fws.c,tools/qt-faststart.c),LGPL-2.1+andExpat(libavfilter/ebur128.c,libavfilter/ebur128.h),IJG(libavcodec/jfdctfst.c,libavcodec/jfdctint_template.c,libavcodec/jrevdct.c),LGPL-2.1+andBSL(libswresample/resample.c),Zlib(libavutil/adler32.c),GPL-2+(doc/texi2pod.pl,libavcodec/x86/flac_dsp_gpl.asm,libavfilter/f_ebur128.c,libavfilter/interlace.h,libavfilter/signature.h)"More_than_5_Files_for_this_license",FSF(COPYING.GPLv2,COPYING.GPLv3,COPYING.LGPLv2.1,COPYING.LGPLv3),GPL-3+(compat/solaris/make_sunver.pl,doc/t2h.pm),LGPL-2.1+andBSD-2-clause(libavcodec/j2kenc.c),LGPL-2.1+andBSD-3-clause(libavcodec/aacdec_fixed.c,libavcodec/aacsbr_fixed.c,libavcodec/ac3dec_fixed.c,libavcodec/arm/vp8dsp_armv6.S,libavcodec/fft_fixed_32.c)"More_than_5_Files_for_this_license",ISC(compat/windows/makedef,libavcodec/faandct.c,libavcodec/interplayacm.c,libavcodec/libfdk-aacdec.c,libavcodec/libfdk-aacenc.c)"More_than_5_Files_for_this_license",LGPL-2.1+(*,debian/*),LGPL-2.1+andSundry(libavfilter/af_chorus.c,libavfilter/af_earwax.c),GPL-2+withAvisynthexception(compat/avisynth/avisynth_c.h,compat/avisynth/avs/capi.h,compat/avisynth/avs/config.h,compat/avisynth/avs/types.h,compat/avisynth/avxsynth_c.h),BSD-1-clause(libavformat/aadec.c),BSD-2-clause(libavfilter/vf_gblur.c),BSD-3-clause(libavfilter/af_hdcd.c), ,  NA 
libtesseract4  , Apache-2.0 , Copyright_File     ,  Apache-2.0(*,debian/*), ,  NA 
libtwolame0  , LGPL-2+ , Copyright_File     ,  LGPL-2+(*,debian/*), ,  NA 
libva-drm2  , GPL-2+,other,Expat-advertising,Expat , Copyright_File     ,  Expat(*,debian/dh/*),GPL-2+(debian/*),other(va/wayland/wayland-drm.xml),Expat-advertising(va/x11/va_dri2*), ,  NA 
libva-x11-2  , GPL-2+,other,Expat-advertising,Expat , Copyright_File     ,  Expat(*,debian/dh/*),GPL-2+(debian/*),other(va/wayland/wayland-drm.xml),Expat-advertising(va/x11/va_dri2*), ,  NA 
libva2  , GPL-2+,other,Expat-advertising,Expat , Copyright_File     ,  Expat(*,debian/dh/*),GPL-2+(debian/*),other(va/wayland/wayland-drm.xml),Expat-advertising(va/x11/va_dri2*), ,  NA 
libvdpau1  , other,Expat , Copyright_File     ,  Expat(*,debian/*),other(src/mesa_dri2.c), ,  NA 
libvpx5  , ISC,public-domain,BSD-3-Clause , Copyright_File     ,  public-domain(md5_utils.*),ISC(third_party/x86inc/*),BSD-3-Clause(*,vpx_util/endian_inl.h,vpx_util/vpx_thread.*,third_party/googletest/*,tools/cpplint.py)"More_than_5_Files_for_this_license", ,  NA 
libvtk6.3  , Boost-1.0,Apache-2-modified,Apache-2,MIT,BSD-like,other,BSD-3-clause , Copyright_File     ,  Apache-2-modified(Common/Color/vtkColorSeries.*),Boost-1.0(Filters/Parallel/vtkBlockDistribution.h,Infovis/Parallel/vtkPBGLConnectedComponents.cxx,Infovis/Parallel/Testing/Cxx/*,Infovis/Parallel/*,Infovis/Boost/Testing/Cxx/TestVariantSerialization.cxx)"More_than_5_Files_for_this_license",BSD-like(ThirdParty/TclTk/*),other(ThirdParty/xdmf2/vtkxdmf2/libsrc/*),Apache-2(Examples/Android/NativeVTK/jni/main.cxx,Examples/Android/JavaVTK/jni/main.cxx,Interaction/Widgets/Testing/Cxx/TestPickingManager*,Interaction/Widgets/Testing/Cxx/TestPickingManagerWidgets.cxx,Interaction/Widgets/Testing/Cxx/TestPickingManagerSeedWidget.cxx)"More_than_5_Files_for_this_license",MIT(ThirdParty/libproj4/*,ThirdParty/ftgl/*),BSD-3-clause(*,ThirdParty/verdict/vtkverdict/*,ThirdParty/VPIC/*,ThirdParty/exodusII/*,ThirdParty/alglib/*), ,  NA 
libx264-152  , Expat,public-domain,BSD-3-clause,LGPL-2.1+,GPL-2+ with other exception,ISC,GPL-2+ , Copyright_File     ,  Expat(extras/cl*.h),public-domain(extras/stdint.h),GPL-2+(*,debian/*,tools/gas-preprocessor.pl),ISC(common/x86/x86inc.asm),LGPL-2.1+(extras/getopt.*),GPL-2+withotherexception(extras/avisynth_c.h),BSD-3-clause(extras/inttypes.h), ,  NA 
libx265-146  , ISC,LGPL-2.1+,Expat,GPL-2+ , Copyright_File     ,  Expat(source/dynamicHDR10/json11/*,source/cmake/FindVLD.cmake),GPL-2+(*,debian/*,source/dynamicHDR10/*),ISC(source/common/x86/x86inc.asm),LGPL-2.1+(source/compat/getopt/*), ,  NA 
libxvidcore4  , LGPL-2+,GPL-2+ , Copyright_File     ,  LGPL-2+(src/dct/ppc_asm/*),GPL-2+(*,debian/*), ,  NA 
libzvbi-common  , GPL-2 or GPL-2+,GPL-2+ or BSD-3-Clause,MIT,LGPL-2.1+,LGPL-2+,BSD-2-Clause,GPL-2+ , Copyright_File     ,  LGPL-2+(src/*),GPL-2(src/packet-830.c,src/packet-830.h,src/pdc.c,src/pdc.h),GPL-2+(*,po/*),GPL-2+orBSD-3-Clause(src/videodev2k.h),LGPL-2.1+(src/dvb/dmx.h,src/dvb/frontend.h),MIT(src/ure.c,src/ure.h),BSD-2-Clause(examples/*),BSD-3-Clause(debian/*), ,  NA 
libzvbi0  , GPL-2 or GPL-2+,GPL-2+ or BSD-3-Clause,MIT,LGPL-2.1+,LGPL-2+,BSD-2-Clause,GPL-2+ , Copyright_File     ,  LGPL-2+(src/*),GPL-2(src/packet-830.c,src/packet-830.h,src/pdc.c,src/pdc.h),GPL-2+(*,po/*),GPL-2+orBSD-3-Clause(src/videodev2k.h),LGPL-2.1+(src/dvb/dmx.h,src/dvb/frontend.h),MIT(src/ure.c,src/ure.h),BSD-2-Clause(examples/*),BSD-3-Clause(debian/*), ,  NA 
ocl-icd-libopencl1  , BSD-2-Clause , Copyright_File     ,  BSD-2-Clause(*,debian/*), ,  NA 
opencv-data  , BSD-3-clause , Copyright_File     ,  BSD-3-clause(*,debian/*), ,  NA 
va-driver-all  , GPL-2+,other,Expat-advertising,Expat , Copyright_File     ,  Expat(*,debian/dh/*),GPL-2+(debian/*),other(va/wayland/wayland-drm.xml),Expat-advertising(va/x11/va_dri2*), ,  NA 
vdpau-driver-all  , other,Expat , Copyright_File     ,  Expat(*,debian/*),other(src/mesa_dri2.c), ,  NA 
mxnet,Apache License 2.0,openhub.net,NA,https://www.openhub.net/p/mxnet
libgpm2  , GPL-3.0+,GPL-2.0+ , Copyright_File     ,  GPL-3.0+(scripts/git-archiv-tarbz2.sh),GPL-2.0+(*,debian/*,debian/gpm-microtouch-setup.8), ,  NA 
libgdbm6  , GFDL-NIV-1.3+,GPL-2+,GPL-3+ , Copyright_File     ,  GPL-2+(tests/*),GFDL-NIV-1.3+(doc/*),GPL-3+(*,git2chg.awk,debian/*), ,  NA 
